family,severity,subset_label,frame_indices,retained_frame_count,mean_dice,mean_cldice,min_dice,min_cldice,dice_delta_vs_family_severity0,cldice_delta_vs_family_severity0
frame_thinning,0,all_frames,"[0, 1, 2, 3, 4, 5]",6,0.21131857528530187,0.2344899136404658,0.20569080958470795,0.20649020662110537,0.0,0.0
frame_thinning,1,stride_2_frames,"[0, 2, 4]",3,0.21066191460164238,0.2337869249966218,0.20569080958470795,0.20664480070702798,-0.0006566606836594935,-0.0007029886438440214
frame_thinning,2,stride_3_frames,"[0, 3]",2,0.21072529170650897,0.25560629273735125,0.20884762975999335,0.25079614215148904,-0.0005932835787929025,0.021116379096885435
contrast_phase,0,all_frames,"[0, 1, 2, 3, 4, 5]",6,0.21131857528530187,0.2344899136404658,0.20569080958470795,0.20649020662110537,0.0,0.0
contrast_phase,1,early_late_edge_frames,"[0, 1, 4, 5]",4,0.2124044221185197,0.23046095218292045,0.20640058390246446,0.20649020662110537,0.0010858468332178295,-0.00402896145754536
contrast_phase,2,lowest_intensity_frame,[5],1,0.21692217035139516,0.20649020662110537,0.21692217035139516,0.20649020662110537,0.0056035950660932865,-0.027999707019360442
