model_id,synthetic_clean_dice,synthetic_clean_cldice,synthetic_mean_stressor_dice,synthetic_mean_stressor_cldice,synthetic_min_stressor_dice,synthetic_min_stressor_cldice,synthetic_mean_stressor_dice_delta_vs_clean,dias_all_frame_mean_dice,dias_all_frame_mean_cldice,dias_min_frame_dice,dias_min_frame_cldice,dias_prediction_nonempty_rate,dias_frame_thinning_severity2_dice_delta_vs_severity0,dias_contrast_phase_severity2_dice_delta_vs_severity0
medsam_vit_b,0.25539705183071804,0.23318951733744522,0.2683099580428599,0.2479049986269016,0.24476502943163175,0.22381904563850719,0.01291290621214192,0.21390124855402506,0.13894415326050708,0.21088959233933494,0.10874538385588296,1.0,0.0014820189423495889,-0.0002503915183459937
sam_vit_b,0.9810482128526452,0.9990412272291467,0.892633475863582,0.920166815700077,0.5602697899102219,0.6424506218998289,-0.08841473698906317,0.21131857528530187,0.2344899136404658,0.20569080958470795,0.20649020662110537,1.0,-0.0005932835787929025,0.0056035950660932865
sam_vit_l,0.9751922599851154,0.9980806142034548,0.9621867353873088,0.9660556448745515,0.9174072757435715,0.8492660041366089,-0.013005524597806524,0.1791642796798271,0.20054321584737142,0.17340681703572633,0.18087662337536436,1.0,0.00010972982735327208,0.010608571731564903
